f1_identifier,formula,f1-vdw_rad,efermi,formula2,f2_vdw_rad,efermi-2,f2_identifier,atoms,distance_d,Δn,prompt,completion
mp-849080,VS2,2.05,5.67,Mn6O7F5,2.05,4.23,mp-764169,354.0,4.1,-2.02,"An interface between VS2 (Fermi level: 5.67 meV) and Mn6O7F5 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7031
mp-752949,BiOF,1.52,5.67,PdSe2,1.9,4.23,mp-2418,366.0,3.42,-0.562,"An interface between BiOF (Fermi level: 5.67 meV) and PdSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.42 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.5763
mp-1078941,Ba2NO6,1.55,5.67,ReS2,1.8,4.23,mp-1232344,228.0,3.35,-5.45,"An interface between Ba2NO6 (Fermi level: 5.67 meV) and ReS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.35 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.6956
mp-1193887,BeCr2O4,2.05,5.67,Te2W,0,4.23,mp-1019322,304.0,2.05,-2.14,"An interface between BeCr2O4 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7608
mp-1018033,AgRhO2,1.72,5.67,TiS2,2.0,4.23,mp-2156,137.0,3.72,-0.107,"An interface between AgRhO2 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-2.2349
mvc-6411,Mg(AgO2)2,1.73,5.67,TaSe2,1.9,4.23,mp-567724,446.0,3.63,-1.32,"An interface between Mg(AgO2)2 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.63 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.2776
mp-1023926,Te2W,0,5.67,NaCO2,2.27,4.23,mp-1078590,445.0,2.27,-0.562,"An interface between Te2W (Fermi level: 5.67 meV) and NaCO2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.27 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.5763
mvc-11181,Al(CuO2)3,1.84,5.67,Te2Mo,2.1,4.23,mp-1025576,442.0,3.94,-0.715,"An interface between Al(CuO2)3 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.94 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.3355
mp-2648,NbS2,2.2,5.67,MgV2O6,2.05,4.23,mvc-2157,498.0,4.25,-2.63,"An interface between NbS2 (Fermi level: 5.67 meV) and MgV2O6 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.9670
mvc-13742,VS2,2.05,5.67,YMoO3,2.3,4.23,mvc-15452,456.0,4.35,-4.22,"An interface between VS2 (Fermi level: 5.67 meV) and YMoO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.35 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.4398
mp-561598,BaPbO3,1.52,5.67,VS2,2.05,4.23,mvc-13742,440.0,3.57,-0.39,"An interface between BaPbO3 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.57 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.9416
mp-567724,TaSe2,1.9,5.67,Co(IO3)2,2.0,4.23,mp-1181620,243.0,3.9,-1.28,"An interface between TaSe2 (Fermi level: 5.67 meV) and Co(IO3)2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.2469
mp-1187530,TlHgO3,1.52,5.67,Te2Mo,2.1,4.23,mp-1030319,486.0,3.62,-0.834,"An interface between TlHgO3 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.1815
mp-1004038,CaMn2O4,2.31,5.67,MoSe2,2.1,4.23,mp-1023940,196.0,4.41,-2.08,"An interface between CaMn2O4 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.41 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7324
mp-675245,Bi6W4O21,1.52,5.67,TaSe2,1.9,4.23,mp-11324,462.0,3.42,-0.696,"An interface between Bi6W4O21 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.42 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.3624
mp-1187025,SmAlO3,1.84,5.67,NbS2,2.2,4.23,mp-632475,127.0,4.04,-0.889,"An interface between SmAlO3 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.04 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.1177
mp-555247,Dy3ReO7,1.52,5.67,NbSe2,2.2,4.23,mp-1072113,356.0,3.72,-1.66,"An interface between Dy3ReO7 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5068
mp-28919,Hf3Te2,0,5.67,In(FeO2)2,2.0,4.23,mp-20693,300.0,2,-0.0834,"An interface between Hf3Te2 (Fermi level: 5.67 meV) and In(FeO2)2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-2.4841
mp-997006,AgPtO2,1.72,5.67,NbS2,2.2,4.23,mp-1802,428.0,3.92,-0.34,"An interface between AgPtO2 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.92 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.0788
mp-1025874,MoS2,2.1,5.67,LaGaO3,1.87,4.23,mp-1078871,481.0,3.97,-3.61,"An interface between MoS2 (Fermi level: 5.67 meV) and LaGaO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.97 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.2837
mp-1023936,WSe2,1.9,5.67,NdAsO4,1.85,4.23,mp-556843,483.0,3.75,-4.21,"An interface between WSe2 (Fermi level: 5.67 meV) and NdAsO4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.75 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.4375
mp-760755,KAl11O17,2.75,5.67,VS2,2.05,4.23,mp-849080,192.0,4.8,-6.16,"An interface between KAl11O17 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.8181
mp-1180459,Na2MoO6,2.27,5.67,HfSe2,1.9,4.23,mp-985831,378.0,4.17,-4.43,"An interface between Na2MoO6 (Fermi level: 5.67 meV) and HfSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.17 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.4884
mp-1080119,K2PtO6,2.75,5.67,MoS2,2.1,4.23,mp-1238797,171.0,4.85,-1.68,"An interface between K2PtO6 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5188
mp-1003854,KMnO2,2.75,5.67,WSe2,1.9,4.23,mp-1023936,62.0,4.65,-3.39,"An interface between KMnO2 (Fermi level: 5.67 meV) and WSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.65 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.2208
mp-28872,RbBrO3,3.03,5.67,TiS2,2.0,4.23,mp-558110,71.0,5.03,-1.14,"An interface between RbBrO3 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 5.03 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.1310
mp-1023934,MoSe2,2.1,5.67,HoTaO4,1.52,4.23,mp-34380,483.0,3.62,-2.18,"An interface between MoSe2 (Fermi level: 5.67 meV) and HoTaO4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7793
mp-758223,Bi11PO20,1.8,5.67,HfSe2,1.9,4.23,mp-985831,456.0,3.7,-2.13,"An interface between Bi11PO20 (Fermi level: 5.67 meV) and HfSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.7 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7561
mp-1874,NbS2,2.2,5.67,Nd2(SO4)3,1.8,4.23,mp-29265,461.0,4,-4.73,"An interface between NbS2 (Fermi level: 5.67 meV) and Nd2(SO4)3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.5539
mp-1227311,BaSrO2,2.49,5.67,VS2,2.05,4.23,mp-1013525,60.0,4.54,-0.89,"An interface between BaSrO2 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.54 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.1165
mp-540540,PaBr3O,1.85,5.67,VS2,2.05,4.23,mp-849060,204.0,3.9,-0.0886,"An interface between PaBr3O (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-2.4236
mp-1101682,Na5SbO5,2.27,5.67,NbS2,2.2,4.23,mp-966,247.0,4.47,-1.06,"An interface between Na5SbO5 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.47 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0583
mp-1019276,TaSe2,1.9,5.67,ReSbO3,1.52,4.23,mp-974511,297.0,3.42,-1.92,"An interface between TaSe2 (Fermi level: 5.67 meV) and ReSbO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.42 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.6523
mp-560444,Cs2V4O9,2.05,5.67,ZrTe2,2.25,4.23,mp-1018107,450.0,4.3,-2.23,"An interface between Cs2V4O9 (Fermi level: 5.67 meV) and ZrTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.3 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8020
mp-4682,ZnSeO3,1.9,5.67,MoS2,2.1,4.23,mp-1018809,196.0,4,-1.84,"An interface between ZnSeO3 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.6098
mvc-8098,Ge2SbO6,2.11,5.67,VTe2,2.05,4.23,mp-1008626,126.0,4.16,-2.77,"An interface between Ge2SbO6 (Fermi level: 5.67 meV) and VTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.16 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0188
mp-985831,HfSe2,1.9,5.67,CrPO4,2.05,4.23,mp-26918,204.0,3.95,-0.683,"An interface between HfSe2 (Fermi level: 5.67 meV) and CrPO4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.3813
mp-5282,AgCO2,1.72,5.67,HfSe2,1.9,4.23,mp-985831,440.0,3.62,-1.02,"An interface between AgCO2 (Fermi level: 5.67 meV) and HfSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0198
mp-9561,VS2,2.05,5.67,Gd2Sn2O7,1.52,4.23,mp-17064,345.0,3.57,-3.01,"An interface between VS2 (Fermi level: 5.67 meV) and Gd2Sn2O7 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.57 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1019
mp-752527,Li(FeO2)3,2.0,5.67,NbS2,2.2,4.23,mp-1802,315.0,4.2,-2.65,"An interface between Li(FeO2)3 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.9746
mp-1115,PtSe2,1.9,5.67,Mg2Mo3O8,2.1,4.23,mp-19139,309.0,4,-1.74,"An interface between PtSe2 (Fermi level: 5.67 meV) and Mg2Mo3O8 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5539
mp-11773,Nd3GaO6,1.87,5.67,Te2W,0,4.23,mp-1019322,144.0,1.87,-5.75,"An interface between Nd3GaO6 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 1.87 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.7492
mp-1016930,ZnGeO3,2.11,5.67,TiS2,2.0,4.23,mp-1077263,480.0,4.11,-1.06,"An interface between ZnGeO3 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.11 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0583
mp-1238797,MoS2,2.1,5.67,PaBO3,1.92,4.23,mp-973877,461.0,4.02,-2.4,"An interface between MoS2 (Fermi level: 5.67 meV) and PaBO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.02 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8755
mp-850880,Fe4O5F3,2.0,5.67,NbS2,2.2,4.23,mp-774873,498.0,4.2,-1.22,"An interface between Fe4O5F3 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.1989
mp-1023939,MoS2,2.1,5.67,V2Se3O11,2.05,4.23,mp-29173,312.0,4.15,-0.704,"An interface between MoS2 (Fermi level: 5.67 meV) and V2Se3O11 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.3510
mp-1101250,TlInO2,1.52,5.67,MoSe2,2.1,4.23,mp-1027692,192.0,3.62,-2.3,"An interface between TlInO2 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8329
