f1_identifier,formula,f1-vdw_rad,efermi,formula2,f2_vdw_rad,efermi-2,f2_identifier,atoms,distance_d,Δn,prompt,abs_Δn,log(|Δn|),completion
mp-9657,LiAsO3,1.85,5.67,WS2,1.8,4.23,mp-1023925,390.0,3.65,1640.0,"An interface between LiAsO3 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.65 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1640.0,7.402451520818244,7.402
mp-1025874,MoS2,2.1,5.67,GdThO3,1.52,4.23,mp-1184491,390.0,3.62,-2.74,"An interface between MoS2 (Fermi level: 5.67 meV) and GdThO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.74,1.007957920399979,1.008
mp-755631,MnCrO4,2.05,5.67,MoSe2,2.1,4.23,mp-1018807,108.0,4.15,-4.5,"An interface between MnCrO4 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.5,1.5040773967762742,1.504
mp-677237,Y3U2O10,2.3,5.67,ZrSe2,2.25,4.23,mp-2076,135.0,4.55,-3.39,"An interface between Y3U2O10 (Fermi level: 5.67 meV) and ZrSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.55 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.39,1.220829921392359,1.221
mp-1206996,La3AlO,1.84,5.67,VS2,2.05,4.23,mp-9561,472.0,3.89,-4.31,"An interface between La3AlO (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.89 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.31,1.4609379041156565,1.461
mp-38843,CaTa2O6,2.31,5.67,TaSe2,1.9,4.23,mp-7834,348.0,4.21,-1.12,"An interface between CaTa2O6 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.21 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.12,0.1133286853070032,0.1133
mp-1184959,KSrO3,2.75,5.67,Te2W,0.0,4.23,mp-1028586,210.0,2.75,-2.63,"An interface between KSrO3 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.75 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.63,0.9669838461896731,0.967
mp-1079788,Sr4SO3,2.49,5.67,TaSe2,1.9,4.23,mp-7834,232.0,4.39,-1.1,"An interface between Sr4SO3 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.39 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1,0.0953101798043249,0.09531
mp-753473,LiCoO2,2.0,5.67,VS2,2.05,4.23,mvc-11241,499.0,4.05,-0.392,"An interface between LiCoO2 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.392,-0.9364934391916744,-0.9365
mp-5540,SrB4O7,2.49,5.67,NbS2,2.2,4.23,mp-10033,498.0,4.69,-0.136,"An interface between SrB4O7 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.69 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.136,-1.995100393246085,-1.995
mp-1188168,C2N2O5,1.7,5.67,Te2Mo,2.1,4.23,mp-1025576,432.0,3.8,-5.52,"An interface between C2N2O5 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",5.52,1.7083778602890038,1.708
mp-759363,Ni3OF5,1.97,5.67,MoSe2,2.1,4.23,mp-1023940,138.0,4.07,-0.464,"An interface between Ni3OF5 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.07 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.464,-0.7678707267558817,-0.7679
mp-1095571,DyVO4,2.05,5.67,WS2,1.8,4.23,mp-9813,210.0,3.85,-2.98,"An interface between DyVO4 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.98,1.091923300517313,1.092
mp-1874,NbS2,2.2,5.67,ZnSn2O5,1.52,4.23,mvc-8236,471.0,3.72,-2.83,"An interface between NbS2 (Fermi level: 5.67 meV) and ZnSn2O5 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.83,1.0402767116551463,1.04
mp-1189569,Zn2PO5,1.8,5.67,MoS2,2.1,4.23,mp-2815,444.0,3.9,-2.87,"An interface between Zn2PO5 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.87,1.0543120297715298,1.054
mp-19328,NaWO3,2.27,5.67,Te2W,0.0,4.23,mp-22693,397.0,2.27,-0.673,"An interface between NaWO3 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.27 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.673,-0.3960099493374092,-0.396
mp-1192449,NClO4,1.75,5.67,NbSe2,2.2,4.23,mp-7007,492.0,3.95,-0.821,"An interface between NClO4 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.821,-0.1972321695297089,-0.1972
mp-562779,ErCoO3,2.0,5.67,TiS2,2.0,4.23,mp-1101258,443.0,4.0,-0.189,"An interface between ErCoO3 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.189,-1.666008263922495,-1.666
mp-758820,Li7(NiO2)12,1.97,5.67,TaS2,1.8,4.23,mp-1217915,468.0,3.77,2380.0,"An interface between Li7(NiO2)12 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.77 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2380.0,7.77485576666552,7.775
mp-1106253,CdCl2O,1.75,5.67,WSe2,1.9,4.23,mp-1821,432.0,3.65,-2.89,"An interface between CdCl2O (Fermi level: 5.67 meV) and WSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.65 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.89,1.0612565021243408,1.061
mvc-11181,Al(CuO2)3,1.84,5.67,NbS2,2.2,4.23,mp-1008860,456.0,4.04,-2.39,"An interface between Al(CuO2)3 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.04 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.39,0.8712933659434193,0.8713
mp-4682,ZnSeO3,1.9,5.67,MoSe2,2.1,4.23,mp-1023934,116.0,4.0,-3.15,"An interface between ZnSeO3 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.15,1.1474024528375415,1.147
mp-505209,Rb2MnO4,3.03,5.67,Te2Pd3,1.63,4.23,mp-613,460.0,4.66,-6.83,"An interface between Rb2MnO4 (Fermi level: 5.67 meV) and Te2Pd3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.66 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",6.83,1.9213246735826988,1.921
mp-637232,TaSe2,1.9,5.67,LaBrO,1.85,4.23,mp-23023,378.0,3.75,-0.338,"An interface between TaSe2 (Fermi level: 5.67 meV) and LaBrO (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.75 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.338,-1.0847093834991182,-1.085
mp-1184162,ErIrO3,1.52,5.67,MoS2,2.1,4.23,mvc-7052,401.0,3.62,-5.25,"An interface between ErIrO3 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",5.25,1.6582280766035324,1.658
mp-849080,VS2,2.05,5.67,SmCrO4,2.05,4.23,mp-18956,453.0,4.1,-2.78,"An interface between VS2 (Fermi level: 5.67 meV) and SmCrO4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.78,1.0224509277025455,1.022
mp-1023934,MoSe2,2.1,5.67,GdThO3,1.52,4.23,mp-1184491,464.0,3.62,-4.13,"An interface between MoSe2 (Fermi level: 5.67 meV) and GdThO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.13,1.4182774069729414,1.418
mp-1179360,Sr(AsO4)2,2.49,5.67,TaS2,1.8,4.23,mp-755523,230.0,4.29,-4.81,"An interface between Sr(AsO4)2 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.29 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.81,1.5706970841176695,1.571
mp-780700,Na5CrO4,2.27,5.67,Te2Mo,2.1,4.23,mp-7459,420.0,4.37,-9.67,"An interface between Na5CrO4 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.37 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",9.67,2.269028309465203,2.269
mp-672644,KNO3,2.75,5.67,MoSe2,2.1,4.23,mp-1023940,352.0,4.85,-0.743,"An interface between KNO3 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.743,-0.2970592342643779,-0.2971
mp-754186,Mn2InO5,2.05,5.67,NbS2,2.2,4.23,mp-966,485.0,4.25,-0.225,"An interface between Mn2InO5 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.225,-1.491654876777717,-1.492
mp-5767,DyPO4,1.8,5.67,MoSe2,2.1,4.23,mp-1018807,450.0,3.9,-1.54,"An interface between DyPO4 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.54,0.4317824164255378,0.4318
mp-774873,NbS2,2.2,5.67,AgRhO2,1.72,4.23,mp-1018033,282.0,3.92,-0.0584,"An interface between NbS2 (Fermi level: 5.67 meV) and AgRhO2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.92 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0584,-2.840439389147956,-2.84
mp-768358,ScInO3,2.11,5.67,VS2,2.05,4.23,mp-557523,332.0,4.16,-0.933,"An interface between ScInO3 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.16 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.933,-0.0693500781347931,-0.06935
mp-22534,SrRuO3,2.49,5.67,TaS2,1.8,4.23,mp-1072086,452.0,4.29,-0.0594,"An interface between SrRuO3 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.29 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0594,-2.823461052613538,-2.823
mp-1184162,ErIrO3,1.52,5.67,TiS2,2.0,4.23,mp-9027,201.0,3.52,-3.18,"An interface between ErIrO3 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.18,1.1568811967920856,1.157
mvc-327,CaTi4O6,2.31,5.67,Te2Pt,0.0,4.23,mp-399,456.0,2.31,-0.172,"An interface between CaTi4O6 (Fermi level: 5.67 meV) and Te2Pt (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.31 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.172,-1.760260802168684,-1.76
mp-1023939,MoS2,2.1,5.67,Ni(ClO3)2,1.97,4.23,mp-1084850,492.0,4.07,-0.763,"An interface between MoS2 (Fermi level: 5.67 meV) and Ni(ClO3)2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.07 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.763,-0.27049724769768,-0.2705
mp-1226762,Ce2ThO6,1.52,5.67,TiS2,2.0,4.23,mp-1008682,261.0,3.52,-1.57,"An interface between Ce2ThO6 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.57,0.4510756193602167,0.4511
mp-1008860,NbS2,2.2,5.67,Ca2Cu9O13,2.31,4.23,mvc-1950,411.0,4.51,-0.513,"An interface between NbS2 (Fermi level: 5.67 meV) and Ca2Cu9O13 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.51 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.513,-0.6674794338113675,-0.6675
mp-1023937,WS2,1.8,5.67,BaTi4O8,2.0,4.23,mvc-610,119.0,3.8,-3.4,"An interface between WS2 (Fermi level: 5.67 meV) and BaTi4O8 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.4,1.2237754316221157,1.224
mp-1084850,Ni(ClO3)2,1.97,5.67,Te2Mo,2.1,4.23,mp-7459,489.0,4.07,-3.61,"An interface between Ni(ClO3)2 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.07 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.61,1.2837077723447896,1.284
mp-7339,BaSiO3,2.1,5.67,NbS2,2.2,4.23,mp-1874,452.0,4.3,-1.75,"An interface between BaSiO3 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.3 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.75,0.5596157879354227,0.5596
mp-1079788,Sr4SO3,2.49,5.67,WS2,1.8,4.23,mp-1023937,256.0,4.29,-2.31,"An interface between Sr4SO3 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.29 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.31,0.8372475245337022,0.8372
